"Country","Year","Debt","RGDP","GDP","GDPI","GDP1","GDP2","RGDP1","RGDP2","GDPI1","GDPI2","Infl","Debt1","Debt2","dRGDP","Debtalt","GDP2alt","GDPalt","RGDP2alt","debtgdp","GDP3","GNI"
"Italy",1923,95544,,,,,,106265.8683,,,,-1.0432,,,,,,,,,,135500
"Italy",1924,93163,,,,,,107312.2219,,,,14.759,,,,,,,,,,143000
"Italy",1925,90847,,,,,,114396.5508,,,,13.3858,,,,,,,,,,179600
"Italy",1926,93789,,,,,,115594.8225,,,,1.1574,,,,,,,,,,188800
"Italy",1927,85596,,,,,,113094.2996,,,,-19.1076,,,,,,,,,,162200
"Italy",1928,88287,,,,,,121182.3589,,,,1.273,,,,,,,,,,164200
"Italy",1929,88932,,,,,,125180.4613,,,,2.095,,,,,,,,,,163300
"Italy",1930,89876,,,,,,119013.9617,,,,-11.2175,,,,,,,,,,143900
"Italy",1931,93178,,,,,,118323.1229,,,,-3.698,,,,,,,,,,124400
"Italy",1932,97268,,,,,,122140.3909,,,,-1.92,,,,,,,,,,117000
"Italy",1933,98868,,,,,,121317.3965,,,,-3.4258,,,,,,,,,,109500
"Italy",1934,104230,,,,,,121826.4144,,,,-6.5878,,,,,,,,,,108900
"Italy",1935,107268,,,,,,133559.09,,,,8.3183,,,,,,,,,,121200
"Italy",1936,109407,,,,,,133792.0131,,,,5.3422,,,,,,,,,,126600
"Italy",1937,125613,,,,,,142953.8811,,,,14.4216,,,,,,,,,,156700
"Italy",1938,133565,,,,,,143981.4342,,,,1.662,,,,,,,,,,165900
"Italy",1939,145795,,,,,,154470.148,,,,3.1335,,,,,,,,,,181200
"Italy",1940,169732,,,,,,155423.6674,,,,17.3052,,,,,,,,,,209700
"Italy",1941,229941,,,,,,153516.6285,,,,15.5405,,,,,,,,,,239600
"Italy",1942,307766,,,,,,151609.5897,,,,15.692,,,,,,,,,,296700
"Italy",1943,405274,,,,,,137306.7982,,,,67.3968,,,,,,,,,,398100
"Italy",1944,436735,,,,,,111561.7735,,,,491.4444,,,,,,,,,,739200
"Italy",1945,847963,,,,,,87342.38,,,,96.1709,,,,,,,,,,1402000
"Italy",1946,1066637,,,,,,114422.3318,,,,32.1506,,,,,,,,,,3254000
"Italy",1947,1321465,,,,,,134446.2399,,,,44.2887,,,,,,,,,,6995000
"Italy",1948,1730.4,,,,,,142074.3953,,,,-0.2434,,,,,,,,,,8014000
"Italy",1949,2170.3,,,,,,152563.1091,,,,-3.3339,,,,,,,,,,8589000
"Italy",1950,2591.1,,,,,,164957,,,,5.3857,,,,,,,,,,9475000
"Italy",1951,2851.5,,,,10732,,177272,,,,11.2796,,,,,,,,,,10748000
"Italy",1952,3109.3,,,,11570,,190541,,,,2.715,,,,,,,,,,11591000
"Italy",1953,3419,,,,12795,,204288,,,,1.1411,,,,,,,,,,12826000
"Italy",1954,3906,,,,13634,,214884,,,,2.8864,,,,,,,,,,13656000
"Italy",1955,4257.4,,,,15032,,227389,,,,2.0986,,,,,,,,,,15050000
"Italy",1956,4575,,,,16360,,237699,,,,3.1756,,,,,,,,,,16394000
"Italy",1957,4835.8,,,,17565,,251732,,,,1.6358,,,,,,,,,,17622000
"Italy",1958,5093.8,,,,18862,,265192,,,,1.8351,,,,,,,,,,18923000
"Italy",1959,5347.6,,,,20029,,281707,,,,0.8875,,,,,,,,,,20113000
"Italy",1960,5731.6,,,,23207,,296981,,,,1.7391,,,,,,,,,,23267000
"Italy",1961,5611.9,,,,25810,,321992,,,,2.4391,,,,,,,,,,25865000
"Italy",1962,6019.9,,,,28998,,347098,,,,5.7606,,,,,,,,,,29049000
"Italy",1963,6067.7,,,,33215,,371822,,,,6.7873,,,,,,,,,,33269000
"Italy",1964,6527.4,,,,36360,,386333,,,,6.0249,,,,,,,,,,36437000
"Italy",1965,6988.6,,,,39124,,395020,,,,3.7671,,,,,,,,,,39263000
"Italy",1966,6635.5,,,,39829,,415639,,,,1.5788,,,,,,,,,,42577000
"Italy",1967,6212.4,,,,43555,,445232,,,,1.6646,,,,,,,,,,46860000
"Italy",1968,7538.4,,,,46980,,482462,,,,1.0939,,,,,,,,,,50818000
"Italy",1969,8268.6,,,,51700,,510051,,,,3.3333,,,,,,,,,,56136000
"Italy",1970,9694.9,,,,67315.1,,521506,,,,5.4096,,,,,,,,,,67420000
"Italy",1971,12016,,,,73371.3,,531385,,,,4.7605,,,,,,,,,,73321000
"Italy",1972,14957.4,,,,80229.1,,546933,,,,6.8087,,,,,,,,,,80050000
"Italy",1973,19511.1,,,,96596.3,,582713,,,,11.5104,,,,,,,,,,96744000
"Italy",1974,27703.4,,,,122177,,610040,,,,21.8687,,,,,,,,,,121705000
"Italy",1975,38520.7,,,,139381,,596946,,,,14.0495,,,,,,,,,,138142000
"Italy",1976,52492.9,,,,175022,,635737,,,,19.3368,,,,,,,,,,174028000
"Italy",1977,69731.5,,,,212639,,654108,,,,16.3267,,,,,,,,,,212464000
"Italy",1978,116694,,,,250163,,678494,,,,11.6601,,,,,,,,,,251011000
"Italy",1979,140077,,,,306108,,716984,,,,16.8485,,,,,,,,,,308794000
"Italy",1980,175383,,,,384396,203383,742299,80590,,,21.8,,,-1.414,,,,,,,386288000
"Italy",1981,243760,,,,461152,243632,745816,81613,,,19.51,,,0.781,,,,,,,459053000
"Italy",1982,317993,,,,543776,287552,749233,84081,,,16.46,,,0.668,,,,,,,538604000
"Italy",1983,407328,,,,633413,334833,758360,86559,,,14.7,,,0.913,,,,,,,627552000
"Italy",1984,482254,,,,725678,382831,777841,89194,,,10.74,,,3.226,,,,,,,718036000
"Italy",1985,504371,,,,813862,429649,799697,92120,,,9.24,,,2.798,,,,,,,804634000
"Italy",1986,604211,,,,900438,475031,822404,94539,,,5.82,,,2.86,,,,,,,891707000
"Italy",1987,697292,,,,984659,519651,847870,97903,,,4.72,,,3.192,,,,,,,976130000
"Italy",1988,805505,,,,1092840,577455,880671,102897,,,5.09,,,4.194,,,,,,,1085970000
"Italy",1989,917649,,,,1196810,634021,906053,108469,,,6.276,,,3.388,,,,,,,1186930000
"Italy",1990,1043248,,,,1320830,701352,925654,108558,,,6.099,,,2.053,,,,,,,1303500000
"Italy",1991,1180600,,,,1440650,765806,938522.0702,101780,,,6.222,,,1.534,,,,,,,1419050000
"Italy",1992,1332932,,,,1560020,805682,945660.1539,97978,,,5.003,,,0.773,,,,,,,1490790000
"Italy",1993,1528561,,,,1606640,829758,937302.9399,97076,,,4.497,,,-0.888,,,,,,,1536590000
"Italy",1994,1781074,,,,1699480,877708,957993.4836,100545,,,4.164,,,2.152,,,,,,,1626790000
"Italy",1995,1912967,,,,1834300,947339,986004.0138,104490,,,5.393,,,2.827,,,,,,,1761740000
"Italy",1996,2016967,,,,1943580,1003780,996781.9207,108356,,,3.983,,,1.095,,,,,,,1879170000
"Italy",1997,2054070,,,,2030700,1048770,1016979.5512,115074,,,1.895,,,1.872,,,,,,,1965460000
"Italy",1998,2107753,,,,2113170,1091360,1026365,121087,,,1.98,,,1.401,,,,,,,2047810000
"Italy",1999,1102305,,,,2182350,1127090,1046091,125835,,,1.657,,,1.464,,,,,,,
"Italy",2000,1132902,,,,2306210,1191060,1083598,132198,,,2.575,,,3.693,,,,,,,
"Italy",2001,1145139,,,,2417720,1248650,1103028,135774,,,2.323,,,1.818,,,,,,,
"Italy",2002,1142936,,,,2507910,1295230,1106823,137910,,,2.61,,,0.454,,,,,,,
"Italy",2003,1157175.7,,,,2585610,1335350,1107193,140407,,,2.812,,,-0.017,,,,,,,
"Italy",2004,1184244,,,,2694380,1391530,1120504,145597,,,2.274,,,1.532,,,,,,,
"Italy",2005,1213031.53,,,,2767860,1429480,1121559,149627,,,2.206,,,0.656,,,,,,,
"Italy",2006,1256946.05,,,,2876090,1485380,1151143,156993,,,2.217,,,2.036,,,,,,,
"Italy",2007,1288577.6,,,,2991370,1544920,,163591,,,2.038,,,1.564,,,,,,,
"Italy",2008,1356207.5,,,,3039610,1572240,,165294,,,3.5,,,-1.04,,,,,,,
"Italy",2009,1477901.11,,,,,1521490,,154788,,,0.75,,,-5.145,,,,,,,
"Italy",2010,,,,,,,,156237,,,,,,,,,,,,,
"Japan",1872,27.88,,,,,,,,,,,,,,,,,,,,
"Japan",1873,40.64,,,,,,,,,,,,,,,,,,,,
"Japan",1874,46.919,,,,,,,,,,,,,,,,,,,,
"Japan",1875,55.81,,,,,,,,,,,,,,,,,,,,
"Japan",1876,53.927,,,,,,,,,,,,,,,,,,,,
"Japan",1877,238.19,,,,,,,,,,,,,,,,,,,,
"Japan",1878,252.364,,,,,,,,,,,,,,,,,,,,
"Japan",1879,250.198,,,,,,,,,,,,,,,,,,,,
"Japan",1880,249.338,,,,,,,,,,,,,,,,,,,,
"Japan",1881,246.127,,,,,,,,,,,,,,,,,,,,
"Japan",1882,240.511,,,,,,,,,,,,,,,,,,,,
"Japan",1883,227.662,,,,,,,,,,,,,,,,,,,,
"Japan",1884,241.861,,,,,,,,,,,,,,,,,,,,
"Japan",1885,246.651,,,,865.4,,3771,,22.9488,,,,,,,,,,,,
"Japan",1886,249.812,,,,865.7,,4032,,21.4707,,,,,,,,,,,,
"Japan",1887,255.956,,,,873.9,,4222,,20.6987,,,,,,,,,,,,
"Japan",1888,257.07,,,,860.8,,4027,,21.3757,,,,,,,,,,,,
"Japan",1889,260.053,,,,938.1,,4247,,22.0885,,,,,,,,,,,,
"Japan",1890,275.236,,,,1173.3,,4634,,25.3194,,,,,,,,,,,,
"Japan",1891,274.626,,,,1081.2,,4415,,24.4892,,,,,,,,,,,,
"Japan",1892,277.894,,,,1148.6,,4710,,24.3864,,,,,,,,,,,,
"Japan",1893,267.814,,,,1168.3,,4730,,24.6998,,,,,,,,,,,,
"Japan",1894,326.128,,,,1389.3,,5301,,26.2083,,,,,,,,,,,,
"Japan",1895,409.659,,,,1525.3,,5378,,28.3618,,,,,,,,,,,,
"Japan",1896,410.335,,,,1587.1,,5078,,31.2544,,,,,,,,,,,,
"Japan",1897,421.245,,,,1910,,5179,,36.8797,,,,,,,,,,,,
"Japan",1898,413.253,,,,2431.8,,6182,,39.3368,,,,,,,,,,,,
"Japan",1899,506.167,,,,2195.2,,5721,,38.3709,,,,,,,,,,,,
"Japan",1900,518.764,,,,2492.8,,5967,,41.7764,,,,,,,,,,,,
"Japan",1901,568.526,,,,2519.6,,6177,,40.79,,,,,,,,,,,,
"Japan",1902,584.62,,,,2456.4,,5851,,41.9826,,,,,,,,,,,,
"Japan",1903,617.311,,,,2809.7,,6269,,44.819,,,,,,,,,,,,
"Japan",1904,1078.796,,,,2940.7,,6321,,46.5227,,,,,,,,,,,,
"Japan",1905,2113.586,,,,3058.7,,6214,,49.2227,,,,,,,,,,,,
"Japan",1906,2327.063,,,,3563.8,,7043,,50.6006,,,,,,,,,,,,
"Japan",1907,2305.04,,,,3990.6,,7268,,54.9064,,,,,,,,,,,,
"Japan",1908,2292.811,,,,4033.8,,7317,,55.1292,,,,,,,,,,,,
"Japan",1909,2651.239,,,,3933.9,,7303,,53.8669,,,,,,,,,,,,
"Japan",1910,2780.341,,,,3964,,7427,,53.3728,,,,,,,,,,,,
"Japan",1911,2742.14,,,,4594,,7834,,58.6418,,,,,,,,,,,,
"Japan",1912,2750.668,,,,5085,,8126,,62.5769,,,,,,,,,,,,
"Japan",1913,2686.514,,,,5293,,8243,,64.2121,,,,,,,,,,,,
"Japan",1914,2649.719,,,,4848,,7991,,60.6683,,,,,,,,,,,,
"Japan",1915,2657.681,,,,5114,,8754,,58.419,,,,,,,,,,,,
"Japan",1916,2662.675,,,,6576,,10125,,64.9481,,,,,,,,,,,,
"Japan",1917,2872.591,,,,8730,,10484,,83.2697,,,,,,,,,,,,
"Japan",1918,3255.228,,,,11582,,10588,,109.388,,,,,,,,,,,,
"Japan",1919,3489.743,,,,15659,,11679,,134.0783,,,,,,,,,,,,
"Japan",1920,4066.42,,,,15471,,10936,,141.4685,,,,,,,,,,,,
"Japan",1921,4330.671,,,,15188,,12178,,124.7167,,,,,,,,,,,,
"Japan",1922,4601.891,,,,15483,,12120,,127.7475,,,,,,,,,,,,
"Japan",1923,5049.835,,,,15727,,12122,,129.7393,,,,,,,,,,,,
"Japan",1924,5163.211,,,,16531,,12463,,132.6406,,,,,,,,,,,,
"Japan",1925,5428.838,,,,17163,,12986,,132.1654,,,,,,,,,,,,
"Japan",1926,5627.502,,,,16657,,13108,,127.0751,,,,,,,,,,,,
"Japan",1927,5985.699,,,,16145,,13308,,121.318,,,,,,,,,,,,
"Japan",1928,6447.554,,,,16969,,14343,,118.3086,,,,,,,,,,,,
"Japan",1929,6576.207,,,,17193,,14852,,115.7622,,,,,,,,,,,,
"Japan",1930,6842.779,,,,14454,,13764,,105.0131,,,,,,,,,,,,
"Japan",1931,7053.268,,,,12986,,13878,,93.5726,,,,,,,,,,,,
"Japan",1932,7911.009,,,,14259,,15038,,94.8198,,,,,,,,,,,,
"Japan",1933,8916.574,,,,16161,,16449,,98.2491,,,,,,,,,,,,
"Japan",1934,9779.803,,,,16978,,16571,,102.4561,,,,,,,,,,,,
"Japan",1935,10525.072,,,,18104,,17032,,106.294,,,,,,,,,,,,
"Japan",1936,11302.386,,,,19902,,18284,,108.8493,,,,,,,,,,,,
"Japan",1937,13355.275,,,,23318,,19180,,121.5746,,,,,,,,,,,,
"Japan",1938,17921.464,,,,27226,,20459,,133.0759,,,,,,,,,,,,
"Japan",1939,23565.767,,,,33817,,23717,,142.5855,,,,,,,,,,,,
"Japan",1940,31002.748,,,,39513,,24417,,161.8258,,,,,,,,,,,,
"Japan",1941,41786.368,,,,,,,,,,,,,,,,,,,,
"Japan",1942,57152.101,,,,,,,,,,,,,,,,,,,,
"Japan",1943,85114.962,,,,,,,,,,,,,,,,,,,,
"Japan",1944,151951.523,,,,,,,,,,,,,,,,,,,,
"Japan",1945,199454.328,,,,,,,,,,,,,,,,,,,,
"Japan",1946,265341,,,,,,,,,,,,,,,,,,,,
"Japan",1947,360628,,,,,,,,,,,,,,,,,,,,
"Japan",1948,524409,,,,,,,,,,,,,,,,,,,,
"Japan",1949,637286,,,,,,,,,,,,,,,,,,,,
"Japan",1950,554008,,,,,,,,,,,,,,,,,,,,
"Japan",1951,645463,,,,,,,,,,,,,,,,,,,,
"Japan",1952,826679,,,,,6217000,,,,,,,,,,,,,,,
"Japan",1953,851135,,,,,7016000,,,,,,,,,,,,,,,
"Japan",1954,932738,,,,,7797000,,,,,,,,,,,,,,,
"Japan",1955,1057212,,,,8371300,8369500,52271000,,16.0152,,,,,,,,,,,,
"Japan",1956,1000249,,,,9443300,9422200,55512600,,17.0111,,,,,,,,,,,,
"Japan",1957,970280,,,,10861300,10858300,59580700,,18.2296,,,,,,,,,,,,
"Japan",1958,1075466,,,,11451000,11538300,63391100,,18.0641,,,,,,,,,,,,
"Japan",1959,1252971,,,,13088100,13190300,68679800,,19.0567,,,,,,,,,,,,
"Japan",1960,1340283,,,,15942100,16009700,76414600,,20.8626,,,,,,,,,,,,
"Japan",1961,1222946,,,,19325800,19336500,84054300,,22.992,,,,,,,,,,,,
"Japan",1962,1280665,,,,21767600,21942700,89699600,,24.2672,,,,,,,,,,,,
"Japan",1963,1184565,,,,25131000,25113200,96618800,,26.0105,,,,,,,,,,,,
"Japan",1964,1349212,,,,29331900,29541300,105541000,,27.7919,,,,,,,,,,,,
"Japan",1965,1766563,,,,32687600,32866000,110946700,,29.4624,,,,,,,,,,,,
"Japan",1966,2662274,,,,37917300,38170000,121710500,,31.1537,,,,,,,,,,,,
"Japan",1967,3818407,,,,44743900,44730500,134446800,,33.28,,,,,,,,,,,,
"Japan",1968,4785834,,,,52745800,52974900,148601100,,35.4949,,,,,,,,,,,,
"Japan",1969,5479362,,,,61971900,62228900,166111100,,37.3075,,,,,,,,,,,,
"Japan",1970,6226347,,,,73436000,73344900,182944300,,40.1412,,,,,,,,,,,,
"Japan",1971,7605627,,,,80473200,80701300,191599900,,42.0006,,,,,,,,,,,,
"Japan",1972,11704291,,,,92844700,92394400,208064300,,44.6231,,,,,,,,,,,,
"Japan",1973,13154492,,,,113807300,112498000,225120800,,50.5539,,,,,,,,,,,,
"Japan",1974,15709423,,,,134205100,134244000,221534500,,60.5798,,,,,,,,,,,,
"Japan",1975,22795207,,,,147737600,148327000,227821800,,64.8479,,,,,,,,,,,,
"Japan",1976,32677954,,,,166669800,166573000,236935200,,70.344,,,,,,,,,,,,
"Japan",1977,46097860,,,,184920400,185622000,245440000,,75.3424,,,,,,,,,,,,
"Japan",1978,62339876,,,,203698500,204404000,255804800,,79.6304,,,,,,,,,,,,
"Japan",1979,77553952,,,,221332100,221547000,273211500,,81.0113,,,,,,,,,,,,
"Japan",1980,95011898,,,,239950600,243235000,285851900,284375000,83.9423,85.5332,,,,,,,,,,,
"Japan",1981,106832094,,,,257590400,261028000,296817600,296252900,86.7841,88.1099,,,,,,,,,,,
"Japan",1982,121339078,,,,270497000,274050000,305387800,306256200,88.5749,89.4839,,,,,,,,,,,
"Japan",1983,137244038,,,,281678600,285579000,312949300,315629900,90.0077,90.4791,,,,,,,,,,,
"Japan",1984,150139544,,,,300429300,304859000,325979400,329719300,92.1621,92.4602,,,,,,,,,,,
"Japan",1985,163571000,,,,320257800,325792000,342399800,350601600,93.5333,92.9237,,,,,,,,,,,
"Japan",1986,184689000,,,,335118900,340948000,350590100,360527400,95.5871,94.5692,,,,,,,,,,,
"Japan",1987,198612000,,,,350790000,355837000,366230100,375335800,95.784,94.805,,,,,,,,,,,
"Japan",1988,206206000,,,,375116100,381579000,388574700,402159900,96.5364,94.8824,,,,,,,,,,,
"Japan",1989,208033000,,,,400848900,409602000,408710800,423756500,98.0764,96.6598,,,,,,,,,,,
"Japan",1990,216674000,,,,429860400,440125000,429860400,447369900,100,98.3806,,,,,,,,,,,
"Japan",1991,224591000,,,,458702000,468234000,447278900,462242000,102.5539,101.2963,,,,,,,,,,,
"Japan",1992,239351000,,,,471213100,480492000,452308900,466027900,104.1795,103.1037,,,,,,,,,,,
"Japan",1993,267879000,,,,475021400,484234000,452313500,466825100,105.0204,103.7292,,,,,,,,,,,
"Japan",1994,291721000,,,,478717500,486552000,456350700,470856500,104.9012,103.3334,,,,,,,,,,,
"Japan",1995,326353000,,,,483596900,493588000,465036500,479716400,103.9912,102.8916,,,,,,,,,,,
"Japan",1996,355169000,,,,501282300,504262000,487374300,492367900,102.8537,102.4157,,,,,,,,,,,
"Japan",1997,388146000,,,,508000500,515249000,494032000,500066400,102.8274,103.0361,,,,,,,,,,,
"Japan",1998,437555000,,,,497101000,504843000,481312300,489820700,103.2803,103.0669,,,,,,,,,,,
"Japan",1999,489370000,,,,,497629000,,489130000,,101.7376,,,,,,,,,,,
"Japan",2000,535587000,,,,,502990000,,503119800,,99.9742,,,,,,,,,,,
"Japan",2001,607312000,,,,,497720000,,504047500,,98.7447,,,,,,,,,,,
"Japan",2002,643194500,,,,,491312000,,505369400,,97.2184,,,,,,,,,,,
"Japan",2003,670121200,,,,,490294000,,512513000,,95.6647,,,,,,,,,,,
"Japan",2004,751106500,,,,,498328000,,526577700,,94.6352,,,,,,,,,,,
"Japan",2005,813183000,,,,,501734000,,536762200,,93.4742,,,,,,,,,,,
"Japan",2006,832263100,,,,,507365000,,547709300,,92.634,,,,,,,,,,,
"Japan",2007,838005000,,,,,515805000,,560511000,,92.0241,,,,,,,,,,,
"Japan",2008,846691000,,,,,507371000,,556558000,,91.1623,,,,,,,,,,,
"Japan",2009,869963000,,,,,479289380,,526674372,,91.003,,,,,,,,,,,
"Japan",2010,,,,,,,,535500451,,,,,,,,,,,,,
"Netherlands",1807,,,,,490.298,,381.943,,128.369,,,,,,,,,,,,
"Netherlands",1808,,,,,436.245,,339.304,,128.57,,,,,,,,,,,,
"Netherlands",1809,,,,,407.882,,334.834,,121.816,,,,,,,,,,,,
"Netherlands",1810,,,,,,,,,,,,,,,,,,,,,
"Netherlands",1811,,,,,,,,,,,,,,,,,,,,,
"Netherlands",1812,,,,,,,,,,,,,,,,,,,,,
"Netherlands",1813,,,,,,,,,,,,,,,,,,,,,
"Netherlands",1814,,,,,,,,,,,,,,,,,,,,,
"Netherlands",1815,,,,,470.954,,399.378,,117.922,,,,,,,,,,,,
"Netherlands",1816,,,,,508.276,,385.776,,131.754,,,,,,,,,,,,
"Netherlands",1817,,,,,551.071,,392.581,,140.371,,,,,,,,,,,,
"Netherlands",1818,,,,,524.657,,403.193,,130.126,,,,,,,,,,,,
"Netherlands",1819,,,,,454.612,,389.406,,116.745,,,,,,,,,,,,
"Netherlands",1820,,,,,445.706,,421.952,,105.629,,,,,,,,,,,,
"Netherlands",1821,,,,,410.098,,419.997,,97.643,,,,,,,,,,,,
"Netherlands",1822,,,,,405.944,,429.851,,94.438,,,,,,,,,,,,
"Netherlands",1823,,,,,444.545,,457.699,,97.126,,,,,,,,,,,,
"Netherlands",1824,,,,,412.639,,462.471,,89.225,,,,,,,,,,,,
"Netherlands",1825,,,,,441.635,,457.637,,96.503,,,,,,,,,,,,
"Netherlands",1826,,,,,436.13,,468.444,,93.102,,,,,,,,,,,,
"Netherlands",1827,,,,,475.326,,499.281,,95.202,,,,,,,,,,,,
"Netherlands",1828,,,,,467.649,,516.003,,90.629,,,,,,,,,,,,
"Netherlands",1829,,,,,479.097,,521.084,,91.942,,,,,,,,,,,,
"Netherlands",1830,,,,,458.846,,480.648,,95.464,,,,,,,,,,,,
"Netherlands",1831,,,,,514.153,,519.2,,99.028,,,,,,,,,,,,
"Netherlands",1832,,,,,535.325,,545.636,,98.11,,,,,,,,,,,,
"Netherlands",1833,,,,,470.724,,538.299,,87.447,,,,,,,,,,,,
"Netherlands",1834,,,,,470.459,,547.844,,85.875,,,,,,,,,,,,
"Netherlands",1835,,,,,485.197,,551.879,,87.917,,,,,,,,,,,,
"Netherlands",1836,,,,,545.589,,576.673,,94.61,,,,,,,,,,,,
"Netherlands",1837,,,,,529.254,,595.832,,88.826,,,,,,,,,,,,
"Netherlands",1838,,,,,568.607,,608.926,,93.379,,,,,,,,,,,,
"Netherlands",1839,,,,,609.958,,615.58,,99.087,,,,,,,,,,,,
"Netherlands",1840,,,,,601.084,,628.836,,95.587,,,,,,,,,,,,
"Netherlands",1841,,,,,602.875,,643.016,,93.757,,,,,,,,,,,,
"Netherlands",1842,,,,,582.984,,632.827,,92.124,,,,,,,,,,,,
"Netherlands",1843,,,,,550.987,,628.705,,87.638,,,,,,,,,,,,
"Netherlands",1844,,,,,529.818,,641.381,,82.606,,,,,,,,,,,,
"Netherlands",1845,,,,,574.419,,644.025,,89.192,,,,,,,,,,,,
"Netherlands",1846,,,,,615.1,,647.17,,95.045,,,,,,,,,,,,
"Netherlands",1847,,,,,680.251,,650.087,,104.64,,,,,,,,,,,,
"Netherlands",1848,,,,,561.857,,661.595,,84.925,,,,,,,,,,,,
"Netherlands",1849,,,,,558.576,,683.434,,81.731,,,,,,,,,,,,
"Netherlands",1850,,,,,561.003,,704.053,,79.682,,,,,,,,,,,,
"Netherlands",1851,,,,,575.025,,722.182,,79.623,,,,,,,,,,,,
"Netherlands",1852,,,,,605.872,,721.24,,84.004,,,,,,,,,,,,
"Netherlands",1853,,,,,617.182,,710.211,,86.901,,,,,,,,,,,,
"Netherlands",1854,,,,,706.913,,759.269,,93.105,,,,,,,,,,,,
"Netherlands",1855,,,,,702.095,,740.612,,94.799,,,,,,,,,,,,
"Netherlands",1856,,,,,764.377,,776.533,,98.435,,,,,,,,,,,,
"Netherlands",1857,,,,,754.562,,768.216,,98.223,,,,,,,,,,,,
"Netherlands",1858,,,,,700.187,,749.758,,93.388,,,,,,,,,,,,
"Netherlands",1859,,,,,660.394,,724.994,,91.09,,,,,,,,,,,,
"Netherlands",1860,,,,,730.24,,763.624,,95.628,,,,,,,,,,,,
"Netherlands",1861,,,,,739.823,,748.836,,98.796,,,,,,,,,,,,
"Netherlands",1862,,,,,823.471,,784.331,,104.99,,,,,,,,,,,,
"Netherlands",1863,,,,,830.939,,807.56,,102.895,,,,,,,,,,,,
"Netherlands",1864,,,,,872.259,,846.87,,102.998,,,,,,,,,,,,
"Netherlands",1865,,,,,866.453,,855.706,,101.256,,,,,,,,,,,,
"Netherlands",1866,,,,,911.681,,892.165,,102.187,,,,,,,,,,,,
"Netherlands",1867,,,,,877.378,,870.586,,100.78,,,,,,,,,,,,
"Netherlands",1868,,,,,879.543,,883.368,,99.567,,,,,,,,,,,,
"Netherlands",1869,,,,,915.954,,920.943,,99.458,,,,,,,,,,,,
"Netherlands",1870,,,,,931.408,,959.035,,97.119,,,,,,,,,,,,
"Netherlands",1871,,,,,972.092,,957.98,,101.473,,,,,,,,,,,,
"Netherlands",1872,,,,,1093.801,,977.583,,111.888,,,,,,,,,,,,
"Netherlands",1873,,,,,1181.001,,1008.878,,117.061,,,,,,,,,,,,
"Netherlands",1874,,,,,1148.704,,984.148,,116.721,,,,,,,,,,,,
"Netherlands",1875,,,,,1115.882,,1051.037,,106.17,,,,,,,,,,,,
"Netherlands",1876,,,,,1118.857,,1067.197,,104.841,,,,,,,,,,,,
"Netherlands",1877,,,,,1152.14,,1094.799,,105.238,,,,,,,,,,,,
"Netherlands",1878,,,,,1094.97,,1105.389,,99.057,,,,,,,,,,,,
"Netherlands",1879,,,,,1037.509,,1066.389,,97.292,,,,,,,,,,,,
"Netherlands",1880,942,,,,1120.465,,1139.153,,98.359,,,,,,,,,,,,
"Netherlands",1881,941,,,,1134.166,,1159.631,,97.804,,,,,,,,,,,,
"Netherlands",1882,999,,,,1190.92,,1190.977,,99.995,,,,,,,,,,,,
"Netherlands",1883,1004,,,,1170.3,,1278.654,,91.526,,,,,,,,,,,,
"Netherlands",1884,1018.993,,,,1158.227,,1301.409,,88.998,,,,,,,,,,,,
"Netherlands",1885,1080.708,,,,1109.826,,1330.416,,83.419,,,,,,,,,,,,
"Netherlands",1886,1079.319,,,,1094.351,,1350.446,,81.036,,,,,,,,,,,,
"Netherlands",1887,1097.564,,,,1141.027,,1385.55,,82.352,,,,,,,,,,,,
"Netherlands",1888,1095.153,,,,1178.358,,1404.377,,83.906,,,,,,,,,,,,
"Netherlands",1889,1093.199,,,,1237.21,,1453.269,,85.133,,,,,,,,,,,,
"Netherlands",1890,1088.51,,,,1240.943,,1394.192,,89.008,,,,,,,,,,,,
"Netherlands",1891,1111.517,,,,1259.545,,1397.707,,90.115,,,,,,,,,,,,
"Netherlands",1892,1106.447,,,,1209.135,,1437.614,,84.107,,,,,,,,,,,,
"Netherlands",1893,1122.2,,,,1186.07,,1424.867,,83.241,,,,,,,,,,,,
"Netherlands",1894,1116.12,,,,1229.471,,1508.019,,81.529,,,,,,,,,,,,
"Netherlands",1895,1104.352,,,,1209.422,,1516.742,,79.738,,,,,,,,,,,,
"Netherlands",1896,1110.748,,,,1279.575,,1581.234,,80.923,,,,,,,,,,,,
"Netherlands",1897,1094.616,,,,1288.172,,1621.905,,79.423,,,,,,,,,,,,
"Netherlands",1898,1106.542,,,,1361.652,,1646.8,,82.685,,,,,,,,,,,,
"Netherlands",1899,1148.561,,,,1393.824,,1670.613,,83.432,,,,,,,,,,,,
"Netherlands",1900,1145.247,,,,1466.616,,1654.738,,88.631,,,,,,,,,,,,
"Netherlands",1901,1158.735,,,,1500.792,,1737.887,,86.357,,,,,,,,,,,,
"Netherlands",1902,1140.39,,,,1532.595,,1812.737,,84.546,,,,,,,,,,,,
"Netherlands",1903,1151.873,,,,1561.76,,1812.841,,86.15,,,,,,,,,,,,
"Netherlands",1904,1133.416,,,,1642.154,,1838.055,,89.342,,,,,,,,,,,,
"Netherlands",1905,1106.268,,,,1710.969,,1930.656,,88.621,,,,,,,,,,,,
